respondent_id,age,gender,region,mealkit_open_5,food_p1,food_p2,food_p3,food_explorer,mealkit_usage,concept,appeal_5,purchase_intent_5,uniqueness_5,relevance_5,credibility_5,value_5,understanding_5,premium_value_5,wt_final,like_flexibility,like_ease,like_broad_choice,like_familiar,like_new_flavours,like_chef,like_quality,like_provenance,like_premium,like_none,dislike_expensive,dislike_complicated,dislike_not_different,dislike_too_adventurous,dislike_limited_choice,dislike_unclear_benefit,dislike_low_frequency,dislike_none
SBT002_0025,35-44,Prefer not,South West,3,1,3,2,0,Previous,Flex,5,3,4,4,4,2,5,3.0,1.0936352716544462,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SBT002_0026,25-34,Woman,Scotland,3,2,2,3,0,Previous,Flex,4,4,3,5,3,2,5,5.0,0.9410978139742422,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
SBT002_0027,25-34,Man,South East,3,2,2,3,0,Never,Plus,4,3,5,3,2,5,3,4.0,0.8910346159868101,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
SBT002_0028,25-34,Woman,Midlands,5,3,4,3,0,Occasional,Simple,3,4,3,4,4,4,3,3.0,0.9251087578890427,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
SBT002_0029,25-34,Woman,South West,3,1,2,1,0,Never,Simple,3,3,3,4,4,2,3,3.0,0.880935943202127,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
SBT002_0030,45-54,Woman,North,5,1,2,1,0,Occasional,Plus,2,3,5,1,3,3,2,,1.414443000459747,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0
SBT002_0031,55-64,Woman,London,3,3,2,2,0,Occasional,Plus,4,4,5,4,3,5,3,5.0,1.3494511675434238,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
SBT002_0032,35-44,Man,London,4,1,2,4,0,Regular,Plus,3,4,4,4,3,3,3,3.0,1.1724594134804642,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
SBT002_0033,25-34,Non-binary/other,South East,3,2,1,2,0,Previous,Flex,3,3,2,4,2,2,4,3.0,0.9208944844245727,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
SBT002_0034,35-44,Man,Wales,5,3,4,2,0,Regular,Plus,2,2,4,3,3,4,3,2.0,1.1784730021103411,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
SBT002_0035,35-44,Woman,Scotland,4,5,5,4,1,Occasional,Simple,3,3,4,3,2,3,4,3.0,0.814264257985053,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
SBT002_0036,55-64,Woman,Northern Ireland,4,4,2,3,0,Occasional,Plus,4,4,4,4,5,4,4,4.0,1.4624116351929637,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SBT002_0037,55-64,Man,Midlands,5,4,5,4,1,Occasional,Flex,4,1,4,2,2,4,5,4.0,0.9843381022369232,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
SBT002_0038,18-24,Woman,North,3,2,1,1,0,Occasional,Flex,4,5,3,4,5,3,5,3.0,0.7496057702596335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0039,55-64,Woman,East,3,5,4,3,1,Occasional,Plus,2,2,5,1,4,1,3,5.0,0.9184863908610494,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
SBT002_0040,45-54,Man,London,5,4,4,3,0,Never,Flex,2,1,4,3,3,3,4,4.0,1.3127990579317248,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0041,45-54,Man,South West,3,4,5,4,1,Regular,Simple,5,5,4,3,5,3,5,4.0,0.8101832297893891,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
SBT002_0042,55-64,Woman,South East,3,2,1,1,0,Occasional,Flex,3,2,4,3,4,5,4,4.0,1.3444467053385063,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
SBT002_0043,35-44,Woman,London,3,3,2,2,0,Previous,Flex,4,3,5,3,4,4,5,4.0,1.1802121860401598,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
SBT002_0044,25-34,Woman,Midlands,4,1,1,2,0,Regular,Flex,3,2,2,2,4,4,5,3.0,0.898122073095239,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SBT002_0045,35-44,Woman,South East,5,4,3,2,0,Regular,Flex,3,3,2,5,4,4,4,4.0,1.2901023766925144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
SBT002_0046,18-24,Woman,London,3,5,5,5,1,Occasional,Flex,2,2,3,2,4,4,5,2.0,0.5740950588172637,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0047,25-34,Man,North,3,5,5,3,1,Previous,Simple,1,2,2,1,3,1,3,3.0,0.6120217633682501,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0048,25-34,Woman,South East,5,5,3,2,0,Regular,Plus,3,3,4,5,2,3,2,,0.9759640668178245,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
SBT002_0049,35-44,Man,South East,4,5,4,5,1,Occasional,Flex,2,3,3,1,5,2,3,1.0,0.7225476516718402,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
SBT002_0050,18-24,Man,East,5,5,5,3,1,Occasional,Simple,2,3,2,3,3,1,4,2.0,0.5272468234518688,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
SBT002_0051,55-64,Woman,North,4,4,5,4,1,Never,Simple,5,4,3,4,5,4,5,2.0,0.8939628094196717,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
SBT002_0052,25-34,Man,North,4,3,3,2,0,Regular,Flex,3,4,2,3,4,4,4,3.0,0.8739757918954153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0053,55-64,Man,Midlands,5,4,4,4,1,Never,Flex,4,4,4,5,5,3,5,3.0,0.9362958112318158,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
SBT002_0054,35-44,Woman,South East,5,3,5,5,1,Occasional,Simple,2,3,2,3,3,4,3,2.0,0.8078675266874337,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
SBT002_0055,35-44,Woman,Scotland,5,3,2,3,0,Occasional,Flex,2,2,2,1,3,3,5,3.0,1.1761814338796268,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
SBT002_0056,55-64,Woman,London,4,4,3,3,0,Occasional,Simple,3,3,4,4,4,4,4,4.0,1.4024000542542665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0057,18-24,Man,London,3,2,2,2,0,Regular,Simple,4,4,2,4,4,5,5,4.0,0.7799647271875898,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
SBT002_0058,55-64,Man,South West,5,5,4,4,1,Never,Simple,3,2,4,3,3,1,5,3.0,0.9546923018259666,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
SBT002_0059,55-64,Man,South West,3,2,2,3,0,Occasional,Simple,4,3,2,4,4,5,5,4.0,1.6067186020340436,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
SBT002_0060,18-24,Woman,London,4,3,3,3,0,Occasional,Flex,3,2,3,5,5,4,5,4.0,0.8748305874542418,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
SBT002_0061,35-44,Man,North,4,1,1,1,0,Previous,Plus,2,2,3,4,3,3,3,5.0,1.2139405292131311,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
SBT002_0062,25-34,Woman,South West,4,5,5,4,1,Regular,Flex,5,5,4,5,5,5,5,4.0,0.6136709725926429,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SBT002_0063,18-24,Man,Midlands,3,5,5,5,1,Never,Plus,4,5,5,3,3,3,3,4.0,0.5353032297556702,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
SBT002_0064,18-24,Non-binary/other,Scotland,3,5,5,4,1,Previous,Plus,5,5,5,5,5,5,4,5.0,0.6226439483150767,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
SBT002_0065,35-44,Woman,Wales,4,4,4,5,1,Occasional,Plus,5,5,5,4,5,4,5,3.0,0.7491141518566315,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
SBT002_0066,25-34,Woman,Midlands,4,2,4,4,0,Occasional,Plus,3,2,4,4,3,2,1,,0.9276456398078027,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
SBT002_0067,35-44,Woman,London,3,5,5,4,1,Regular,Plus,5,4,5,5,3,4,4,4.0,0.7629127900691773,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
SBT002_0068,25-34,Prefer not,Midlands,3,1,1,1,0,Previous,Simple,3,3,3,3,3,4,5,4.0,0.920080206390553,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SBT002_0069,55-64,Man,South East,3,3,4,5,1,Occasional,Plus,4,4,5,4,3,3,3,5.0,0.9600844474935362,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
SBT002_0070,35-44,Woman,Scotland,3,3,3,4,0,Never,Flex,3,4,3,3,3,4,5,2.0,1.2134253961318695,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SBT002_0071,25-34,Woman,London,5,3,3,1,0,Occasional,Simple,1,1,2,1,1,2,3,1.0,0.9229510327492206,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0072,18-24,Woman,South East,4,3,2,3,0,Occasional,Plus,5,5,5,5,5,4,4,5.0,0.8920336092730955,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
SBT002_0073,55-64,Man,East,3,1,2,3,0,Occasional,Flex,2,1,2,3,4,2,3,4.0,1.3394911511759127,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
SBT002_0074,35-44,Man,South West,3,1,2,2,0,Never,Plus,5,4,5,5,4,5,1,,1.3544249846175973,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
SBT002_0075,35-44,Woman,Midlands,3,2,2,3,0,Previous,Plus,3,5,4,4,3,4,3,2.0,1.163767335981736,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SBT002_0076,25-34,Man,Northern Ireland,5,3,2,1,0,Regular,Simple,5,5,4,4,5,3,5,3.0,0.94939762559996,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
SBT002_0077,55-64,Man,South East,4,3,1,3,0,Occasional,Flex,2,3,4,4,2,3,5,2.0,1.4798674915064949,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
SBT002_0078,45-54,Woman,Northern Ireland,5,3,2,4,0,Never,Plus,1,1,1,1,3,1,2,,1.4116102503750665,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
SBT002_0079,18-24,Woman,Midlands,4,2,2,3,0,Occasional,Simple,2,2,4,2,3,1,4,3.0,0.9284577519798909,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
SBT002_0080,35-44,Woman,London,5,4,5,1,0,Regular,Simple,4,4,4,2,3,2,5,5.0,1.1151501587222625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0081,55-64,Man,North,3,3,3,3,0,Previous,Plus,3,2,4,4,3,3,3,5.0,1.3225397433380055,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
SBT002_0082,25-34,Woman,North,4,3,3,3,0,Never,Simple,4,3,4,5,4,4,5,3.0,0.9985373958509948,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
SBT002_0083,25-34,Man,Midlands,4,2,3,2,0,Never,Plus,2,3,3,2,4,3,2,,0.9567584507249463,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
SBT002_0084,18-24,Man,South West,5,5,4,4,1,Regular,Simple,5,5,5,5,3,3,5,5.0,0.5777180660645718,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0085,35-44,Man,South West,5,5,5,3,1,Previous,Flex,5,4,4,3,3,4,5,5.0,0.8703251152768395,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
SBT002_0086,25-34,Man,London,3,5,3,2,0,Occasional,Plus,4,3,5,4,3,4,4,5.0,0.909511346802393,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
SBT002_0087,25-34,Man,South West,5,5,5,4,1,Never,Flex,4,5,5,3,4,4,5,4.0,0.5984802028671194,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SBT002_0088,25-34,Woman,Midlands,3,2,2,2,0,Previous,Flex,2,4,2,2,2,3,4,3.0,0.9377662818738633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0089,35-44,Man,Wales,3,2,5,5,1,Occasional,Flex,5,3,3,5,5,5,4,3.0,0.6947990408318044,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
SBT002_0090,55-64,Non-binary/other,North,3,4,5,3,1,Previous,Plus,5,4,5,5,4,5,4,5.0,0.933033906263917,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
SBT002_0091,55-64,Woman,North,4,2,2,2,0,Occasional,Flex,2,3,3,2,4,4,5,4.0,1.4337906904066011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SBT002_0092,18-24,Man,North,3,5,3,3,0,Never,Simple,3,2,2,2,4,3,5,2.0,0.8151655338385938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SBT002_0093,45-54,Woman,Wales,3,2,2,3,0,Regular,Simple,4,3,3,5,5,4,4,3.0,1.2466865206195537,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SBT002_0094,35-44,Woman,South West,3,2,2,2,0,Never,Simple,2,3,1,3,3,4,5,3.0,1.303922544850247,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
SBT002_0095,45-54,Man,South East,5,4,3,4,0,Previous,Simple,5,4,4,4,3,4,5,2.0,1.33424365022942,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
SBT002_0096,25-34,Man,South East,5,3,3,3,0,Never,Flex,3,3,3,5,1,2,5,3.0,0.9966245230685947,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
SBT002_0097,55-64,Woman,South East,3,4,1,3,0,Never,Flex,2,2,2,2,4,1,4,3.0,1.4241696659164715,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
SBT002_0098,45-54,Woman,South East,3,1,1,1,0,Previous,Flex,5,5,5,5,4,5,5,4.0,1.209999680703077,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
SBT002_0099,18-24,Man,Midlands,4,4,3,3,0,Never,Flex,4,5,4,5,3,5,5,3.0,0.8324901992083439,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SBT002_0100,18-24,Man,North,3,5,5,5,1,Never,Flex,4,3,3,3,4,4,4,3.0,0.5498860067892466,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0101,35-44,Woman,North,4,5,4,3,1,Occasional,Flex,3,3,3,4,4,3,4,4.0,0.7525683972149173,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SBT002_0102,18-24,Woman,North,3,2,3,2,0,Previous,Simple,4,5,3,3,3,5,5,5.0,0.9076835655837059,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
SBT002_0103,35-44,Woman,North,3,3,3,2,0,Occasional,Flex,5,4,5,5,4,5,5,4.0,1.1850960506993067,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
SBT002_0104,18-24,Woman,North,4,3,3,3,0,Previous,Flex,3,4,3,3,5,3,5,3.0,0.7797557556050438,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
SBT002_0105,25-34,Woman,North,3,4,4,5,1,Regular,Plus,4,3,4,3,3,4,4,4.0,0.5984867201407826,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
SBT002_0106,55-64,Man,Scotland,4,3,2,3,0,Previous,Plus,3,3,4,4,4,4,1,,1.3581594438004763,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0
SBT002_0107,35-44,Man,South East,5,4,3,4,0,Occasional,Simple,1,1,2,1,3,3,3,1.0,0.9948163035163792,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SBT002_0108,25-34,Man,Scotland,3,3,3,3,0,Occasional,Flex,5,4,3,5,3,4,5,4.0,0.998992633585975,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0109,25-34,Woman,London,3,4,3,5,1,Previous,Simple,5,5,4,4,5,4,5,5.0,0.6774841732309272,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SBT002_0110,55-64,Woman,London,4,5,4,5,1,Never,Flex,5,4,5,4,5,4,4,4.0,0.900285534139059,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
SBT002_0111,45-54,Man,North,3,2,4,3,0,Previous,Flex,4,3,2,3,5,4,4,4.0,1.3201831275620015,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
SBT002_0112,35-44,Woman,Wales,3,4,5,3,1,Previous,Simple,5,5,4,5,4,3,5,4.0,0.7387103362639019,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
SBT002_0113,55-64,Man,North,3,1,2,2,0,Previous,Flex,5,3,5,3,4,5,5,3.0,1.2873348710712924,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
SBT002_0114,35-44,Man,South East,3,3,5,4,1,Previous,Plus,3,3,5,2,3,4,5,4.0,0.8598043510990728,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
SBT002_0115,25-34,Man,South East,3,5,5,5,1,Regular,Plus,3,3,4,2,4,4,2,,0.6474563959674602,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
SBT002_0116,18-24,Man,Midlands,3,1,3,4,0,Previous,Plus,1,2,2,2,2,3,3,4.0,0.8730831251771884,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
SBT002_0117,25-34,Woman,London,3,4,4,5,1,Never,Simple,4,2,4,4,3,4,3,2.0,0.6764719041173766,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SBT002_0118,45-54,Man,East,4,2,2,3,0,Previous,Simple,5,5,2,5,5,5,5,5.0,1.2886181537283192,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0
SBT002_0119,18-24,Man,London,5,4,3,3,0,Occasional,Simple,2,2,3,2,3,4,4,3.0,0.8574498908040368,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
SBT002_0120,25-34,Man,East,4,3,5,2,0,Never,Plus,5,5,5,4,3,5,4,5.0,0.9026445624846408,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
SBT002_0121,25-34,Non-binary/other,North,5,5,5,5,1,Previous,Flex,5,5,5,4,4,5,5,4.0,0.5897414275338884,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
SBT002_0122,25-34,Man,London,5,2,3,2,0,Occasional,Simple,5,4,5,3,5,3,5,3.0,0.9601468304966317,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
SBT002_0123,45-54,Man,South West,3,3,3,5,0,Occasional,Plus,3,4,2,2,3,3,3,2.0,1.2143765716756751,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0124,35-44,Woman,Wales,4,3,2,3,0,Previous,Flex,2,3,3,3,2,4,4,2.0,1.1553432053275774,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
SBT002_0125,55-64,Woman,Scotland,3,1,1,1,0,Occasional,Plus,5,5,5,5,4,5,4,5.0,1.343303399761574,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
SBT002_0126,25-34,Woman,Scotland,4,4,3,3,0,Previous,Simple,3,2,4,3,3,3,4,2.0,0.8843165917892061,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
SBT002_0127,45-54,Man,South East,3,3,4,4,0,Never,Simple,3,1,4,4,4,4,4,5.0,1.4497928071826964,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SBT002_0128,35-44,Man,London,3,5,4,2,0,Previous,Plus,3,4,5,2,3,4,3,4.0,1.0942633320806832,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
SBT002_0129,25-34,Man,South East,3,3,4,3,0,Previous,Plus,5,5,5,5,4,5,5,5.0,0.859764878875339,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
SBT002_0130,35-44,Man,South East,5,2,1,3,0,Never,Flex,3,3,4,2,4,4,5,4.0,1.2030941143492098,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
SBT002_0131,55-64,Man,London,4,4,3,2,0,Never,Flex,3,2,2,3,5,5,5,3.0,1.4198364920375444,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
SBT002_0132,45-54,Woman,East,4,2,1,2,0,Previous,Flex,4,4,4,4,2,1,5,4.0,1.26608799392227,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
SBT002_0133,55-64,Man,Midlands,5,4,5,5,1,Previous,Flex,5,5,5,5,3,5,5,5.0,0.8851284515176733,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
SBT002_0134,18-24,Woman,London,3,5,5,4,1,Never,Flex,3,2,2,2,4,3,5,4.0,0.5971111089505866,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
SBT002_0135,35-44,Man,East,5,3,4,2,0,Occasional,Simple,3,3,4,3,3,3,4,4.0,1.2479724789643543,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
