respondent_id,tenure_band,plan_tier,legacy_plan,nps_0_10,overall_satisfaction_5,renewal_intent_5,reliability_5,value_5,ease_5,trust_5,outage_90d,support_contact_90d,support_quality_5,resolved_first_contact,wt_final,region,household_type,outage_severity_5,support_channel,formal_complaint_90d
SBT003_0076,3.0,1.0,1.0,6.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,0.0,0.7015041035723096,1.0,2.0,5.0,2.0,0.0
SBT003_0077,3.0,2.0,0.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,0.6599730877946576,1.0,1.0,,1.0,0.0
SBT003_0078,4.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.4550859663202231,1.0,2.0,3.0,2.0,0.0
SBT003_0079,2.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,,,1.2591259734841438,2.0,3.0,5.0,,0.0
SBT003_0080,4.0,3.0,0.0,6.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,,,0.7926522636038227,1.0,3.0,,,0.0
SBT003_0081,3.0,1.0,0.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,,,1.347491941743288,1.0,3.0,,,0.0
SBT003_0082,3.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,,,0.9363139971777692,1.0,1.0,,,0.0
SBT003_0083,2.0,2.0,0.0,7.0,4.0,2.0,5.0,4.0,4.0,4.0,0.0,0.0,,,1.1197187870615768,1.0,2.0,,,0.0
SBT003_0084,1.0,1.0,0.0,10.0,4.0,3.0,4.0,1.0,5.0,4.0,0.0,0.0,,,1.2689626456510354,1.0,3.0,,,0.0
SBT003_0085,3.0,2.0,0.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,,,1.2349735307002518,1.0,2.0,,,0.0
SBT003_0086,4.0,1.0,0.0,6.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,,,1.284613951998112,1.0,2.0,,,0.0
SBT003_0087,2.0,2.0,0.0,9.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,,,1.1948535692223077,1.0,2.0,,,0.0
SBT003_0088,2.0,2.0,0.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,,,1.315639548154048,1.0,2.0,,,0.0
SBT003_0089,3.0,3.0,0.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,0.0,0.0,,,0.7887012438594998,1.0,3.0,,,0.0
SBT003_0090,3.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,,,1.2034690709450662,1.0,1.0,,,0.0
SBT003_0091,2.0,2.0,0.0,7.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,,,1.2221323901561856,1.0,1.0,,,0.0
SBT003_0092,4.0,1.0,0.0,5.0,2.0,3.0,2.0,4.0,2.0,3.0,0.0,0.0,,,1.21264495060507,1.0,2.0,,,0.0
SBT003_0093,3.0,2.0,0.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,4.0,1.0,0.7409697085500918,2.0,3.0,4.0,1.0,1.0
SBT003_0094,1.0,2.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,0.0,,,1.15586580888829,1.0,2.0,4.0,,1.0
SBT003_0095,3.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,,,1.1968007963134903,1.0,2.0,,,0.0
SBT003_0096,2.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,,,1.2121231387203075,1.0,2.0,5.0,,0.0
SBT003_0097,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.4837535024936472,1.0,3.0,5.0,1.0,1.0
SBT003_0098,2.0,3.0,0.0,8.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,,,0.883456898612554,1.0,2.0,,,0.0
SBT003_0099,3.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,,,1.061713681981962,1.0,2.0,4.0,,0.0
SBT003_0100,2.0,2.0,0.0,7.0,3.0,3.0,5.0,3.0,5.0,4.0,0.0,1.0,5.0,1.0,0.6283082912929964,1.0,3.0,,1.0,0.0
SBT003_0101,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,,,1.0836699753128003,1.0,1.0,2.0,,0.0
SBT003_0102,4.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6438196493008544,1.0,1.0,,2.0,0.0
SBT003_0103,3.0,3.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,,,0.8671566058663721,2.0,3.0,,,0.0
SBT003_0104,2.0,3.0,0.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,0.0,0.0,,,1.0172980110995868,1.0,2.0,,,0.0
SBT003_0105,4.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,0.0,0.6030442455148081,1.0,2.0,3.0,2.0,0.0
SBT003_0106,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.684490566282404,4.0,1.0,,1.0,0.0
SBT003_0107,2.0,1.0,0.0,6.0,3.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,5.0,1.0,0.6676048945685308,1.0,3.0,2.0,1.0,0.0
SBT003_0108,3.0,3.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,,,0.8627463009484803,1.0,3.0,,,0.0
SBT003_0109,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,,,1.1739116504943912,2.0,1.0,5.0,,0.0
SBT003_0110,4.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,0.7492746412557888,3.0,3.0,,2.0,0.0
SBT003_0111,4.0,2.0,0.0,7.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,0.6663659024847398,1.0,1.0,5.0,1.0,0.0
SBT003_0112,4.0,3.0,0.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,0.4686181525920879,1.0,3.0,4.0,2.0,0.0
SBT003_0113,2.0,3.0,0.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,0.0,,,0.8814921346394053,4.0,1.0,4.0,,0.0
SBT003_0114,1.0,2.0,0.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,,,1.1434226590742156,1.0,1.0,,,0.0
SBT003_0115,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.266322331002029,1.0,2.0,,,0.0
SBT003_0116,1.0,3.0,0.0,5.0,4.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,,,0.8475258605574346,1.0,3.0,,,0.0
SBT003_0117,3.0,1.0,0.0,6.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,0.7010662619206036,1.0,3.0,3.0,2.0,0.0
SBT003_0118,2.0,1.0,0.0,7.0,3.0,4.0,5.0,4.0,3.0,4.0,0.0,0.0,,,1.3269607548468882,1.0,3.0,,,0.0
SBT003_0119,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.6695857456235708,1.0,2.0,5.0,2.0,0.0
SBT003_0120,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,,,1.445498725067064,1.0,2.0,5.0,,0.0
SBT003_0121,4.0,3.0,0.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,0.0,,,0.8857055852308737,1.0,3.0,4.0,,0.0
SBT003_0122,3.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,,,1.1054423269885785,1.0,3.0,,,0.0
SBT003_0123,3.0,2.0,0.0,7.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,0.6951782692088155,1.0,1.0,4.0,3.0,0.0
SBT003_0124,4.0,3.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,,,0.8841611587492914,1.0,2.0,5.0,,0.0
SBT003_0125,3.0,2.0,0.0,8.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,1.0,0.6781033302395059,2.0,1.0,4.0,1.0,1.0
SBT003_0126,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7648868020246931,1.0,3.0,,2.0,0.0
SBT003_0127,1.0,3.0,0.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,0.0,0.0,,,0.818304348299558,1.0,2.0,,,0.0
SBT003_0128,3.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,,,1.4654707512965504,2.0,2.0,,,0.0
SBT003_0129,1.0,1.0,0.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,,,1.3055099960705931,4.0,1.0,4.0,,0.0
SBT003_0130,3.0,2.0,0.0,9.0,3.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,,,1.1862347009954024,1.0,3.0,,,0.0
SBT003_0131,2.0,2.0,0.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,,,1.3274471372792411,1.0,2.0,5.0,,0.0
SBT003_0132,4.0,2.0,0.0,7.0,5.0,2.0,5.0,4.0,4.0,5.0,0.0,0.0,,,1.1829775051587943,1.0,3.0,,,0.0
SBT003_0133,1.0,2.0,0.0,6.0,2.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,0.0,0.6531366656775409,1.0,2.0,,3.0,0.0
SBT003_0134,3.0,3.0,0.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,0.0,1.0,5.0,1.0,0.4657092959294255,1.0,3.0,,3.0,0.0
SBT003_0135,3.0,3.0,0.0,10.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,,,0.9043564296417732,4.0,2.0,,,0.0
SBT003_0136,2.0,2.0,0.0,7.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,1.0,5.0,1.0,0.6268622284570888,1.0,3.0,,2.0,0.0
SBT003_0137,4.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,0.0,1.0,3.0,0.0,0.4333872253331537,4.0,3.0,,3.0,0.0
SBT003_0138,4.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,,,1.2550615267970615,1.0,1.0,,,0.0
SBT003_0139,3.0,3.0,0.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,,,0.8486533362297887,2.0,1.0,,,0.0
SBT003_0140,4.0,2.0,1.0,7.0,4.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,,,1.2763995451802037,1.0,1.0,,,0.0
SBT003_0141,1.0,1.0,0.0,7.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,,,1.2325706400720284,1.0,3.0,,,0.0
SBT003_0142,4.0,3.0,1.0,7.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,0.0,,,0.8117547470237699,1.0,2.0,4.0,,0.0
SBT003_0143,1.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,,,0.8673378900345762,1.0,2.0,,,0.0
SBT003_0144,3.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,1.1771693303490962,1.0,3.0,,,0.0
SBT003_0145,2.0,2.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,,,1.2417911703810158,1.0,1.0,,,0.0
SBT003_0146,3.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,0.6849463162480475,1.0,1.0,5.0,2.0,0.0
SBT003_0147,4.0,2.0,0.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,,,1.1778735652911363,1.0,3.0,,,0.0
SBT003_0148,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.6411671070493998,1.0,2.0,,2.0,0.0
SBT003_0149,3.0,1.0,0.0,9.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,0.65037122320456,1.0,1.0,5.0,1.0,0.0
SBT003_0150,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.667337495795229,1.0,2.0,,1.0,0.0
SBT003_0151,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,,,1.222358093752084,2.0,2.0,,,1.0
SBT003_0152,3.0,2.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,,,1.157224192524812,1.0,3.0,,,0.0
SBT003_0153,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.6248121586766725,1.0,2.0,5.0,2.0,0.0
SBT003_0154,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5199382726728874,1.0,2.0,5.0,1.0,0.0
SBT003_0155,3.0,3.0,0.0,6.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,,,0.8282580576874928,1.0,3.0,4.0,,0.0
SBT003_0156,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,,,1.177807857454504,1.0,2.0,,,0.0
SBT003_0157,2.0,2.0,0.0,8.0,4.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.6352606014944648,1.0,3.0,,2.0,0.0
SBT003_0158,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,,,0.7773384169197903,1.0,3.0,5.0,,0.0
SBT003_0159,3.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,4.0,0.0,0.4561822088119471,1.0,3.0,,1.0,0.0
SBT003_0160,4.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.4402018163645761,1.0,3.0,,2.0,0.0
SBT003_0161,2.0,2.0,0.0,6.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,,,1.2066939756385224,1.0,3.0,4.0,,1.0
SBT003_0162,3.0,1.0,0.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,,,1.295972353423084,2.0,2.0,5.0,,0.0
