respondent_id,tenure_band,plan_tier,legacy_plan,nps_0_10,overall_satisfaction_5,renewal_intent_5,reliability_5,value_5,ease_5,trust_5,outage_90d,support_contact_90d,support_quality_5,resolved_first_contact,wt_final,region,household_type,outage_severity_5,support_channel,formal_complaint_90d
SBT003_0016,1-2y,Standard,0,8,5,5,5,3,5,5,0,0,,,1.2053170053989108,England,Single adult,,Not asked,0
SBT003_0017,<1y,Standard,0,9,3,3,5,4,2,2,0,1,3.0,1.0,0.768419511213659,Wales,With children,,Phone,0
SBT003_0018,1-2y,Essential,0,5,3,3,3,3,2,3,0,0,,,1.2945283527497071,England,With children,,Not asked,0
SBT003_0019,6+y,Standard,1,3,3,2,2,2,3,2,1,0,,,1.1511581328568574,England,Single adult,4.0,Not asked,0
SBT003_0020,<1y,Essential,0,9,3,4,4,4,2,2,1,0,,,1.2978453227693454,England,Adults only,3.0,Not asked,0
SBT003_0021,6+y,Standard,1,1,1,1,1,3,1,1,0,1,1.0,0.0,0.6463703296305446,England,Single adult,,Phone,0
SBT003_0022,3-5y,Standard,0,9,5,4,5,5,5,5,0,0,,,1.1802399225713582,England,Single adult,,Not asked,0
SBT003_0023,3-5y,Standard,0,6,4,2,3,4,4,3,0,1,3.0,1.0,0.6120857371696015,England,Adults only,,Phone,0
SBT003_0024,<1y,Essential,0,7,4,3,5,5,2,3,0,1,4.0,1.0,0.7045972095238922,England,Adults only,,Chat,0
SBT003_0025,6+y,Standard,0,8,3,4,4,4,2,3,0,0,,,1.1258797901614175,England,Adults only,,Not asked,0
SBT003_0026,1-2y,Premium,0,6,4,4,3,3,3,4,1,1,5.0,1.0,0.5002412105296115,Northern Ireland,With children,3.0,Phone,0
SBT003_0027,6+y,Standard,1,7,5,5,5,2,5,5,1,1,5.0,1.0,0.6014154104022181,England,Single adult,3.0,Chat,0
SBT003_0028,1-2y,Standard,0,8,5,4,4,4,2,4,0,0,,,1.2125430103816806,England,Adults only,,Not asked,0
SBT003_0029,1-2y,Standard,1,6,3,4,3,4,2,4,0,0,,,1.261352835200522,England,Adults only,,Not asked,1
SBT003_0030,<1y,Premium,0,5,3,3,4,4,3,4,1,0,,,0.8232664669891939,Northern Ireland,Single adult,3.0,Not asked,0
SBT003_0031,1-2y,Standard,0,6,2,3,3,2,2,2,0,0,,,1.1786909645624442,England,Adults only,,Not asked,0
SBT003_0032,6+y,Premium,1,0,1,1,1,1,2,1,1,1,1.0,0.0,0.4573130150869128,England,With children,5.0,Phone,1
SBT003_0033,3-5y,Standard,0,6,5,5,5,5,5,5,0,0,,,1.1485223055233011,England,With children,,Not asked,0
SBT003_0034,3-5y,Premium,0,8,5,4,4,5,3,4,0,0,,,0.8683646895799129,England,Single adult,,Not asked,0
SBT003_0035,3-5y,Standard,0,7,2,2,1,3,2,2,1,1,3.0,0.0,0.7360104203217602,England,With children,5.0,Phone,0
SBT003_0036,1-2y,Essential,0,4,3,5,2,2,3,4,1,0,,,1.3521412873774592,England,With children,5.0,Not asked,0
SBT003_0037,1-2y,Essential,0,6,4,4,3,4,4,4,0,0,,,1.2788000476642813,England,Adults only,,Not asked,0
SBT003_0038,3-5y,Standard,0,1,1,2,2,1,2,1,0,0,,,1.0258139161829853,England,Single adult,,Not asked,0
SBT003_0039,<1y,Standard,0,8,4,3,4,5,4,4,0,0,,,1.2178257882760322,England,Adults only,,Not asked,0
SBT003_0040,3-5y,Essential,0,7,3,3,4,3,4,4,0,0,,,1.2716418206242208,Scotland,Adults only,,Not asked,0
SBT003_0041,<1y,Standard,0,8,5,5,5,5,4,5,0,0,,,1.1449959301732537,England,Adults only,,Not asked,0
SBT003_0042,6+y,Standard,0,7,5,3,4,5,4,4,1,0,,,1.2628814126593404,Northern Ireland,With children,3.0,Not asked,0
SBT003_0043,6+y,Premium,1,9,5,5,5,5,4,5,1,0,,,0.816668961084554,England,With children,3.0,Not asked,1
SBT003_0044,3-5y,Standard,0,4,3,2,2,4,3,4,0,0,,,1.226768873966519,England,With children,,Not asked,0
SBT003_0045,1-2y,Standard,0,3,2,2,2,1,4,1,0,0,,,1.0837172196015161,Wales,With children,,Not asked,0
SBT003_0046,3-5y,Essential,0,8,4,2,4,3,1,3,0,0,,,1.2830125920714892,England,With children,,Not asked,0
SBT003_0047,1-2y,Essential,0,5,1,3,2,4,2,3,0,0,,,1.1274550969517998,England,Adults only,,Not asked,0
SBT003_0048,<1y,Essential,0,9,5,5,5,4,3,4,0,1,5.0,1.0,0.6924157910785734,Wales,Single adult,,Chat,0
SBT003_0049,6+y,Premium,0,6,3,4,3,2,4,3,0,0,,,0.8298572824319308,Scotland,Adults only,,Not asked,0
SBT003_0050,3-5y,Standard,1,6,4,4,4,5,5,4,0,0,,,1.1945056004372325,England,Single adult,,Not asked,0
SBT003_0051,6+y,Standard,1,3,3,2,3,2,3,2,1,1,3.0,0.0,0.6285203006262582,England,With children,3.0,Phone,0
SBT003_0052,1-2y,Standard,0,5,3,1,3,5,3,2,0,0,,,1.104838424778032,England,Adults only,,Not asked,0
SBT003_0053,1-2y,Standard,0,8,5,4,4,5,4,5,0,0,,,1.2053570667305542,Northern Ireland,Adults only,,Not asked,0
SBT003_0054,3-5y,Standard,0,4,2,1,3,3,3,2,0,0,,,1.2153440119673447,England,Adults only,,Not asked,0
SBT003_0055,6+y,Premium,1,4,1,3,1,2,2,2,1,1,1.0,0.0,0.4493763667747058,England,Single adult,5.0,Phone,0
SBT003_0056,<1y,Premium,0,6,3,1,2,3,3,4,0,1,4.0,1.0,0.4802321629984079,England,With children,,Chat,0
SBT003_0057,6+y,Standard,0,8,5,5,4,5,3,5,0,0,,,1.115571237205772,England,With children,,Not asked,0
SBT003_0058,3-5y,Essential,1,0,2,1,1,1,1,1,0,0,,,1.2570208364971567,England,Adults only,,Not asked,0
SBT003_0059,1-2y,Essential,0,4,2,2,3,3,2,1,1,0,,,1.2442409192881896,England,Single adult,4.0,Not asked,1
SBT003_0060,3-5y,Standard,0,5,3,1,3,4,3,2,1,0,,,1.1728667583678642,Northern Ireland,Single adult,4.0,Not asked,0
SBT003_0061,1-2y,Essential,0,3,2,1,3,1,2,1,0,0,,,1.2614028388739043,England,Adults only,,Not asked,0
SBT003_0062,1-2y,Essential,0,10,5,5,5,5,5,5,0,1,5.0,1.0,0.7144136876804069,England,With children,,Phone,0
SBT003_0063,3-5y,Essential,1,3,3,2,2,2,3,3,0,0,,,1.2274201518371546,England,Adults only,,Not asked,0
SBT003_0064,3-5y,Standard,0,4,1,2,1,1,2,2,1,0,,,1.1128955926782016,England,Single adult,4.0,Not asked,0
SBT003_0065,6+y,Essential,1,9,3,4,3,3,5,5,0,1,4.0,1.0,0.703342433688254,England,Adults only,,Phone,0
SBT003_0066,3-5y,Essential,0,5,2,3,3,2,3,4,0,0,,,1.232719641061618,Scotland,Adults only,,Not asked,0
SBT003_0067,1-2y,Essential,0,5,3,4,2,3,3,3,0,0,,,1.3830365913943867,Northern Ireland,Single adult,,Not asked,0
SBT003_0068,3-5y,Essential,0,8,3,4,4,2,2,3,0,0,,,1.1914420424059795,England,Adults only,,Not asked,1
SBT003_0069,6+y,Premium,1,4,3,3,3,3,2,2,0,0,,,0.7776266882193559,England,With children,,Not asked,0
SBT003_0070,3-5y,Standard,0,7,4,4,4,5,5,3,0,0,,,1.234751365173404,England,Single adult,,Not asked,0
SBT003_0071,1-2y,Standard,0,5,5,3,5,2,3,4,0,0,,,1.2402768550506753,England,Adults only,,Not asked,0
SBT003_0072,3-5y,Premium,0,5,4,4,4,4,4,4,1,1,3.0,1.0,0.5092912619550246,Wales,With children,1.0,Phone,0
SBT003_0073,6+y,Standard,1,2,1,1,1,2,3,1,0,1,1.0,0.0,0.7234620782427355,England,With children,,Phone,0
SBT003_0074,3-5y,Premium,0,5,1,3,1,4,1,2,1,0,,,0.8619861167404963,England,Adults only,5.0,Not asked,0
SBT003_0075,3-5y,Standard,0,7,3,2,3,5,1,3,1,0,,,1.2544393117898596,England,Adults only,4.0,Not asked,0
SBT003_0076,3-5y,Essential,1,6,2,3,2,4,3,2,1,1,3.0,0.0,0.7015041035723096,England,Adults only,5.0,Chat,0
SBT003_0077,3-5y,Standard,0,5,2,2,2,1,2,3,0,1,3.0,1.0,0.6599730877946576,England,Single adult,,Phone,0
SBT003_0078,6+y,Premium,1,0,2,1,2,2,2,2,1,1,2.0,0.0,0.4550859663202231,England,Adults only,3.0,Chat,0
SBT003_0079,1-2y,Essential,0,4,1,1,1,3,1,2,1,0,,,1.2591259734841438,Scotland,With children,5.0,Not asked,0
SBT003_0080,6+y,Premium,0,6,2,1,2,2,3,3,0,0,,,0.7926522636038227,England,With children,,Not asked,0
SBT003_0081,3-5y,Essential,0,6,5,5,4,4,5,5,0,0,,,1.347491941743288,England,With children,,Not asked,0
SBT003_0082,3-5y,Premium,0,2,2,2,3,2,3,2,0,0,,,0.9363139971777692,England,Single adult,,Not asked,0
SBT003_0083,1-2y,Standard,0,7,4,2,5,4,4,4,0,0,,,1.1197187870615768,England,Adults only,,Not asked,0
SBT003_0084,<1y,Essential,0,10,4,3,4,1,5,4,0,0,,,1.2689626456510354,England,With children,,Not asked,0
SBT003_0085,3-5y,Standard,0,5,1,2,2,3,1,1,0,0,,,1.2349735307002518,England,Adults only,,Not asked,0
SBT003_0086,6+y,Essential,0,6,3,3,2,3,2,3,0,0,,,1.284613951998112,England,Adults only,,Not asked,0
SBT003_0087,1-2y,Standard,0,9,5,5,5,5,4,5,0,0,,,1.1948535692223077,England,Adults only,,Not asked,0
SBT003_0088,1-2y,Standard,0,4,3,3,2,1,3,4,0,0,,,1.315639548154048,England,Adults only,,Not asked,0
SBT003_0089,3-5y,Premium,0,5,5,3,4,3,2,4,0,0,,,0.7887012438594998,England,With children,,Not asked,0
SBT003_0090,3-5y,Standard,0,2,2,1,1,3,3,4,0,0,,,1.2034690709450662,England,Single adult,,Not asked,0
SBT003_0091,1-2y,Standard,0,7,3,2,3,3,3,2,0,0,,,1.2221323901561856,England,Single adult,,Not asked,0
SBT003_0092,6+y,Essential,0,5,2,3,2,4,2,3,0,0,,,1.21264495060507,England,Adults only,,Not asked,0
SBT003_0093,3-5y,Standard,0,4,4,5,4,3,5,4,1,1,4.0,1.0,0.7409697085500918,Scotland,With children,4.0,Phone,1
SBT003_0094,<1y,Standard,1,5,4,3,3,2,4,3,1,0,,,1.15586580888829,England,Adults only,4.0,Not asked,1
SBT003_0095,3-5y,Essential,0,2,2,2,3,3,3,1,0,0,,,1.1968007963134903,England,Adults only,,Not asked,0
SBT003_0096,1-2y,Essential,0,3,3,3,2,3,2,1,1,0,,,1.2121231387203075,England,Adults only,5.0,Not asked,0
SBT003_0097,6+y,Premium,1,1,1,1,1,1,2,1,1,1,1.0,0.0,0.48375350249364724,England,With children,5.0,Phone,1
SBT003_0098,1-2y,Premium,0,8,3,4,4,3,2,2,0,0,,,0.883456898612554,England,Adults only,,Not asked,0
SBT003_0099,3-5y,Standard,0,2,2,2,1,3,3,1,1,0,,,1.061713681981962,England,Adults only,4.0,Not asked,0
SBT003_0100,1-2y,Standard,0,7,3,3,5,3,5,4,0,1,5.0,1.0,0.6283082912929964,England,With children,,Phone,0
SBT003_0101,3-5y,Standard,1,3,3,3,4,3,2,3,1,0,,,1.0836699753128003,England,Single adult,2.0,Not asked,0
SBT003_0102,6+y,Standard,0,5,1,2,1,1,1,1,0,1,1.0,0.0,0.6438196493008544,England,Single adult,,Chat,0
SBT003_0103,3-5y,Premium,0,5,1,1,1,2,1,1,0,0,,,0.8671566058663721,Scotland,With children,,Not asked,0
SBT003_0104,1-2y,Premium,0,3,3,4,4,5,2,4,0,0,,,1.0172980110995868,England,Adults only,,Not asked,0
SBT003_0105,6+y,Standard,1,5,4,3,4,4,3,4,1,1,3.0,0.0,0.6030442455148081,England,Adults only,3.0,Chat,0
SBT003_0106,3-5y,Standard,1,4,1,3,1,2,2,2,0,1,2.0,1.0,0.684490566282404,Northern Ireland,Single adult,,Phone,0
SBT003_0107,1-2y,Essential,0,6,3,5,4,4,5,4,1,1,5.0,1.0,0.6676048945685308,England,With children,2.0,Phone,0
SBT003_0108,3-5y,Premium,0,3,1,2,2,3,2,2,0,0,,,0.8627463009484803,England,With children,,Not asked,0
SBT003_0109,1-2y,Standard,0,1,1,1,1,2,3,1,1,0,,,1.1739116504943912,Scotland,Single adult,5.0,Not asked,0
SBT003_0110,6+y,Essential,1,2,3,3,2,3,3,1,0,1,3.0,1.0,0.7492746412557888,Wales,With children,,Chat,0
SBT003_0111,6+y,Standard,0,7,3,4,3,2,2,3,1,1,5.0,1.0,0.6663659024847398,England,Single adult,5.0,Phone,0
SBT003_0112,6+y,Premium,0,4,3,3,2,5,3,2,1,1,4.0,1.0,0.4686181525920879,England,With children,4.0,Chat,0
SBT003_0113,1-2y,Premium,0,4,5,3,3,5,3,3,1,0,,,0.8814921346394053,Northern Ireland,Single adult,4.0,Not asked,0
SBT003_0114,<1y,Standard,0,4,3,2,3,3,1,4,0,0,,,1.1434226590742156,England,Single adult,,Not asked,0
SBT003_0115,3-5y,Standard,0,0,1,1,1,1,1,1,0,0,,,1.266322331002029,England,Adults only,,Not asked,0
SBT003_0116,<1y,Premium,0,5,4,1,2,3,2,2,0,0,,,0.8475258605574346,England,With children,,Not asked,0
SBT003_0117,3-5y,Essential,0,6,3,4,4,3,3,4,1,1,3.0,1.0,0.7010662619206036,England,With children,3.0,Chat,0
SBT003_0118,1-2y,Essential,0,7,3,4,5,4,3,4,0,0,,,1.3269607548468882,England,With children,,Not asked,0
SBT003_0119,6+y,Essential,1,6,1,1,1,1,1,2,1,1,3.0,0.0,0.6695857456235708,England,Adults only,5.0,Chat,0
SBT003_0120,6+y,Essential,1,2,1,2,2,2,2,1,1,0,,,1.445498725067064,England,Adults only,5.0,Not asked,0
SBT003_0121,6+y,Premium,0,4,4,3,3,5,3,3,1,0,,,0.8857055852308737,England,With children,4.0,Not asked,0
SBT003_0122,3-5y,Standard,1,5,2,2,3,3,3,3,0,0,,,1.1054423269885785,England,With children,,Not asked,0
SBT003_0123,3-5y,Standard,0,7,4,3,4,3,3,4,1,1,3.0,1.0,0.6951782692088155,England,Single adult,4.0,Email,0
SBT003_0124,6+y,Premium,1,5,3,3,2,3,2,2,1,0,,,0.8841611587492914,England,Adults only,5.0,Not asked,0
SBT003_0125,3-5y,Standard,0,8,5,4,5,5,2,4,1,1,5.0,1.0,0.6781033302395059,Scotland,Single adult,4.0,Phone,1
SBT003_0126,6+y,Standard,1,0,1,1,1,1,1,1,0,1,1.0,0.0,0.7648868020246931,England,With children,,Chat,0
SBT003_0127,<1y,Premium,0,5,4,4,4,2,3,4,0,0,,,0.818304348299558,England,Adults only,,Not asked,0
SBT003_0128,3-5y,Essential,0,3,2,2,2,3,3,1,0,0,,,1.4654707512965504,Scotland,Adults only,,Not asked,0
SBT003_0129,<1y,Essential,0,6,2,2,2,1,1,2,1,0,,,1.3055099960705931,Northern Ireland,Single adult,4.0,Not asked,0
SBT003_0130,3-5y,Standard,0,9,3,4,2,3,4,3,0,0,,,1.1862347009954024,England,With children,,Not asked,0
SBT003_0131,1-2y,Standard,0,6,1,2,1,2,1,1,1,0,,,1.3274471372792411,England,Adults only,5.0,Not asked,0
SBT003_0132,6+y,Standard,0,7,5,2,5,4,4,5,0,0,,,1.1829775051587943,England,With children,,Not asked,0
SBT003_0133,<1y,Standard,0,6,2,3,3,4,3,3,0,1,3.0,0.0,0.6531366656775409,England,Adults only,,Email,0
SBT003_0134,3-5y,Premium,0,5,3,4,3,3,4,3,0,1,5.0,1.0,0.4657092959294255,England,With children,,Email,0
SBT003_0135,3-5y,Premium,0,10,5,4,5,5,5,4,0,0,,,0.9043564296417733,Northern Ireland,Adults only,,Not asked,0
SBT003_0136,1-2y,Standard,0,7,4,5,5,4,4,4,0,1,5.0,1.0,0.6268622284570888,England,With children,,Chat,0
SBT003_0137,6+y,Premium,1,4,2,2,4,3,3,4,0,1,3.0,0.0,0.4333872253331537,Northern Ireland,With children,,Email,0
SBT003_0138,6+y,Standard,1,5,2,2,2,1,2,1,0,0,,,1.2550615267970617,England,Single adult,,Not asked,0
SBT003_0139,3-5y,Premium,0,5,3,4,3,4,4,4,0,0,,,0.8486533362297887,Scotland,Single adult,,Not asked,0
SBT003_0140,6+y,Standard,1,7,4,4,5,4,3,3,0,0,,,1.2763995451802037,England,Single adult,,Not asked,0
SBT003_0141,<1y,Essential,0,7,3,3,3,4,3,2,0,0,,,1.2325706400720284,England,With children,,Not asked,0
SBT003_0142,6+y,Premium,1,7,4,3,5,3,3,4,1,0,,,0.8117547470237699,England,Adults only,4.0,Not asked,0
SBT003_0143,<1y,Premium,0,2,2,3,2,3,2,2,0,0,,,0.8673378900345762,England,Adults only,,Not asked,0
SBT003_0144,3-5y,Essential,0,2,1,2,2,2,2,2,0,0,,,1.1771693303490962,England,With children,,Not asked,0
SBT003_0145,1-2y,Standard,0,3,1,3,2,3,2,2,0,0,,,1.2417911703810158,England,Single adult,,Not asked,0
SBT003_0146,3-5y,Standard,0,3,3,1,3,2,4,2,1,1,2.0,1.0,0.6849463162480475,England,Single adult,5.0,Chat,0
SBT003_0147,6+y,Standard,0,5,3,1,2,2,4,2,0,0,,,1.1778735652911365,England,With children,,Not asked,0
SBT003_0148,3-5y,Standard,0,2,1,1,1,1,1,1,0,1,3.0,1.0,0.6411671070493998,England,Adults only,,Chat,0
SBT003_0149,3-5y,Essential,0,9,3,2,3,3,2,2,1,1,4.0,1.0,0.65037122320456,England,Single adult,5.0,Phone,0
SBT003_0150,6+y,Standard,1,0,1,1,1,1,1,1,0,1,1.0,0.0,0.667337495795229,England,Adults only,,Phone,0
SBT003_0151,3-5y,Essential,1,1,2,2,2,3,3,3,0,0,,,1.222358093752084,Scotland,Adults only,,Not asked,1
SBT003_0152,3-5y,Standard,0,6,3,3,3,2,1,3,0,0,,,1.1572241925248121,England,With children,,Not asked,0
SBT003_0153,1-2y,Standard,0,2,1,1,1,1,4,1,1,1,1.0,0.0,0.6248121586766725,England,Adults only,5.0,Chat,0
SBT003_0154,6+y,Premium,1,1,1,2,1,1,1,1,1,1,1.0,0.0,0.5199382726728874,England,Adults only,5.0,Phone,0
SBT003_0155,3-5y,Premium,0,6,3,3,3,3,4,2,1,0,,,0.8282580576874928,England,With children,4.0,Not asked,0
SBT003_0156,6+y,Standard,1,2,3,3,3,2,2,3,0,0,,,1.1778078574545041,England,Adults only,,Not asked,0
SBT003_0157,1-2y,Standard,0,8,4,2,3,1,1,2,0,1,3.0,1.0,0.6352606014944648,England,With children,,Chat,0
SBT003_0158,1-2y,Premium,1,3,1,1,1,1,2,1,1,0,,,0.7773384169197903,England,With children,5.0,Not asked,0
SBT003_0159,3-5y,Premium,1,5,2,1,2,2,2,3,0,1,4.0,0.0,0.45618220881194715,England,With children,,Phone,0
SBT003_0160,6+y,Premium,1,5,2,2,2,1,3,2,0,1,2.0,1.0,0.44020181636457617,England,With children,,Chat,0
SBT003_0161,1-2y,Standard,0,6,2,4,2,3,4,3,1,0,,,1.2066939756385224,England,With children,4.0,Not asked,1
SBT003_0162,3-5y,Essential,0,6,1,1,2,2,1,2,1,0,,,1.295972353423084,Scotland,Adults only,5.0,Not asked,0
SBT003_0163,3-5y,Essential,0,4,2,1,1,3,2,2,1,0,,,1.3297398946513708,England,Adults only,5.0,Not asked,0
SBT003_0164,6+y,Essential,1,1,1,1,1,1,1,1,0,1,1.0,0.0,0.6798641501538585,England,Adults only,,Phone,0
SBT003_0165,3-5y,Essential,0,9,4,3,3,4,3,2,0,0,,,1.3001719891901218,England,With children,,Not asked,0
SBT003_0166,3-5y,Standard,0,9,4,5,5,4,5,5,0,0,,,1.1441504317731852,England,Adults only,,Not asked,0
SBT003_0167,<1y,Essential,0,2,3,3,4,2,2,1,0,0,,,1.2146949310055568,England,Adults only,,Not asked,0
SBT003_0168,6+y,Essential,1,4,2,2,2,3,3,2,0,0,,,1.311774193735112,England,Adults only,,Not asked,0
SBT003_0169,6+y,Premium,0,10,5,3,5,4,4,4,0,0,,,0.7964697216149478,England,Adults only,,Not asked,0
SBT003_0170,1-2y,Standard,0,9,4,3,5,3,4,3,0,0,,,1.2376244103108285,Scotland,Adults only,,Not asked,0
SBT003_0171,6+y,Standard,1,7,4,3,3,2,1,4,1,0,,,1.1872682152309488,England,Adults only,4.0,Not asked,0
SBT003_0172,6+y,Standard,1,7,2,1,1,4,2,2,0,0,,,1.4121579020515025,England,With children,,Not asked,0
SBT003_0173,6+y,Essential,1,3,2,4,4,3,5,4,0,0,,,1.3530810625209944,England,Single adult,,Not asked,0
SBT003_0174,6+y,Standard,1,6,5,5,4,4,4,4,0,0,,,1.2271815696023245,England,Adults only,,Not asked,0
SBT003_0175,6+y,Premium,0,10,5,5,5,5,4,5,0,0,,,0.8193623691945597,England,Single adult,,Not asked,0
SBT003_0176,6+y,Standard,1,7,4,3,5,4,2,4,0,1,4.0,1.0,0.6687479565763107,England,Adults only,,Phone,0
SBT003_0177,3-5y,Premium,1,9,5,4,5,5,4,5,0,1,4.0,1.0,0.47140635601580544,England,With children,,Phone,0
SBT003_0178,3-5y,Essential,1,2,1,1,1,1,2,1,1,1,1.0,0.0,0.6493531128783127,England,Adults only,5.0,Phone,0
SBT003_0179,3-5y,Standard,0,10,5,5,5,5,5,5,0,0,,,1.175009254177667,England,Single adult,,Not asked,0
SBT003_0180,3-5y,Standard,0,2,3,2,2,3,3,2,1,0,,,1.1110442251106125,England,With children,4.0,Not asked,0
SBT003_0181,6+y,Standard,1,7,5,3,4,4,4,5,0,0,,,1.315429345828057,England,Single adult,,Not asked,0
SBT003_0182,6+y,Premium,1,9,3,2,3,5,2,3,0,0,,,0.7940772045280992,England,Single adult,,Not asked,0
SBT003_0183,3-5y,Standard,0,3,1,1,1,3,1,1,1,0,,,1.2047407771126384,England,With children,5.0,Not asked,0
SBT003_0184,<1y,Standard,0,6,2,2,2,2,3,2,1,1,4.0,1.0,0.6412346932212445,England,Single adult,3.0,Email,0
SBT003_0185,6+y,Standard,1,4,2,2,2,3,2,2,1,0,,,1.1428567209136562,England,Single adult,2.0,Not asked,1
SBT003_0186,3-5y,Essential,0,5,2,3,2,2,3,2,1,0,,,1.3276023294648411,England,Adults only,3.0,Not asked,0
SBT003_0187,6+y,Standard,0,2,3,1,4,2,2,3,0,0,,,1.138505135683558,England,Adults only,,Not asked,0
SBT003_0188,3-5y,Premium,1,5,3,2,4,3,2,4,0,0,,,0.7667718222906607,England,Adults only,,Not asked,0
SBT003_0189,1-2y,Standard,1,2,1,1,3,1,3,1,0,0,,,1.299253496574505,England,Adults only,,Not asked,0
SBT003_0190,1-2y,Essential,0,4,3,2,2,3,1,3,0,0,,,1.213766200791099,England,With children,,Not asked,0
SBT003_0191,1-2y,Essential,0,5,2,4,3,5,2,3,0,0,,,1.0852175313444552,England,With children,,Not asked,0
SBT003_0192,3-5y,Essential,0,4,2,1,1,2,3,2,0,0,,,1.230820880652282,England,Single adult,,Not asked,0
SBT003_0193,<1y,Standard,0,1,1,2,1,2,2,1,0,1,1.0,0.0,0.6673923765559839,England,Adults only,,Chat,0
SBT003_0194,3-5y,Essential,0,7,1,2,1,2,2,3,0,0,,,1.2060953659358093,Scotland,Single adult,,Not asked,0
SBT003_0195,1-2y,Standard,0,7,4,3,4,2,5,3,0,0,,,1.2861757366486999,England,With children,,Not asked,0
SBT003_0196,6+y,Standard,1,3,3,1,3,2,5,3,0,0,,,1.2592366516477962,Scotland,With children,,Not asked,0
SBT003_0197,6+y,Premium,0,8,3,5,4,4,3,5,0,0,,,0.7763415818613584,England,With children,,Not asked,0
SBT003_0198,6+y,Premium,0,5,2,2,2,4,4,3,0,0,,,0.8034950579287297,England,Adults only,,Not asked,0
SBT003_0199,1-2y,Premium,0,3,2,2,2,4,2,3,1,1,3.0,1.0,0.46779250164742153,England,Adults only,4.0,Phone,0
SBT003_0200,<1y,Standard,0,7,4,5,4,3,4,3,0,0,,,1.309867479569598,England,Single adult,,Not asked,0
SBT003_0201,<1y,Premium,0,5,2,2,2,3,2,1,1,0,,,0.7964168289687452,England,Single adult,4.0,Not asked,0
SBT003_0202,6+y,Essential,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.6926318105707528,Scotland,With children,5.0,Email,0
SBT003_0203,6+y,Premium,1,6,2,4,4,1,3,2,0,0,,,0.8323405188096619,England,Adults only,,Not asked,1
SBT003_0204,<1y,Standard,0,9,5,4,5,4,5,3,1,0,,,1.3158240244592452,England,Adults only,1.0,Not asked,0
SBT003_0205,6+y,Essential,1,7,3,3,5,2,3,3,1,1,4.0,0.0,0.7164287544044943,Northern Ireland,With children,2.0,Chat,1
SBT003_0206,1-2y,Premium,0,2,2,2,1,2,3,2,0,0,,,0.9168806518721443,England,With children,,Not asked,0
SBT003_0207,<1y,Essential,0,5,3,1,2,3,4,3,0,0,,,1.3580203347393764,England,With children,,Not asked,0
SBT003_0208,<1y,Standard,0,6,4,2,2,3,2,4,0,0,,,1.0612255069570862,England,Single adult,,Not asked,0
SBT003_0209,1-2y,Essential,0,8,2,3,3,3,4,2,1,1,2.0,0.0,0.615867361423166,Scotland,With children,4.0,Email,0
SBT003_0210,1-2y,Essential,0,5,4,4,4,2,5,2,0,0,,,1.2289155422526583,England,Adults only,,Not asked,0
SBT003_0211,1-2y,Essential,0,6,4,2,4,3,2,3,0,0,,,1.352021136632342,England,Single adult,,Not asked,0
SBT003_0212,6+y,Premium,0,0,1,1,2,2,3,1,0,0,,,0.9243484088269079,England,With children,,Not asked,0
